BusinessYear,StateCode,IssuerId,IssuerMarketPlaceMarketingName,SourceName,ImportDate,MarketCoverage,DentalOnlyPlan,StandardComponentId,PlanMarketingName,HIOSProductId,NetworkId,ServiceAreaId,FormularyId,IsNewPlan,PlanType,MetalLevel,DesignType,UniquePlanDesign,QHPNonQHPTypeId,IsNoticeRequiredForPregnancy,IsReferralRequiredForSpecialist,SpecialistRequiringReferral,PlanLevelExclusions,IndianPlanVariationEstimatedAdvancedPaymentAmountPerEnrollee,CompositeRatingOffered,ChildOnlyOffering,ChildOnlyPlanId,WellnessProgramOffered,DiseaseManagementProgramsOffered,EHBPercentTotalPremium,EHBPediatricDentalApportionmentQuantity,IsGuaranteedRate,PlanEffectiveDate,PlanExpirationDate,OutOfCountryCoverage,OutOfCountryCoverageDescription,OutOfServiceAreaCoverage,OutOfServiceAreaCoverageDescription,NationalNetwork,URLForEnrollmentPayment,FormularyURL,PlanId,PlanVariantMarketingName,CSRVariationType,IssuerActuarialValue,AVCalculatorOutputNumber,MedicalDrugDeductiblesIntegrated,MedicalDrugMaximumOutofPocketIntegrated,MultipleInNetworkTiers,FirstTierUtilization,SecondTierUtilization,SBCHavingaBabyDeductible,SBCHavingaBabyCopayment,SBCHavingaBabyCoinsurance,SBCHavingaBabyLimit,SBCHavingDiabetesDeductible,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesLimit,SBCHavingSimplefractureDeductible,SBCHavingSimplefractureCopayment,SBCHavingSimplefractureCoinsurance,SBCHavingSimplefractureLimit,SpecialtyDrugMaximumCoinsurance,InpatientCopaymentMaximumDays,BeginPrimaryCareCostSharingAfterNumberOfVisits,BeginPrimaryCareDeductibleCoinsuranceAfterNumberOfCopays,MEHBInnTier1IndividualMOOP,MEHBInnTier1FamilyPerPersonMOOP,MEHBInnTier1FamilyPerGroupMOOP,MEHBInnTier2IndividualMOOP,MEHBInnTier2FamilyPerPersonMOOP,MEHBInnTier2FamilyPerGroupMOOP,MEHBOutOfNetIndividualMOOP,MEHBOutOfNetFamilyPerPersonMOOP,MEHBOutOfNetFamilyPerGroupMOOP,MEHBCombInnOonIndividualMOOP,MEHBCombInnOonFamilyPerPersonMOOP,MEHBCombInnOonFamilyPerGroupMOOP,DEHBInnTier1IndividualMOOP,DEHBInnTier1FamilyPerPersonMOOP,DEHBInnTier1FamilyPerGroupMOOP,DEHBInnTier2IndividualMOOP,DEHBInnTier2FamilyPerPersonMOOP,DEHBInnTier2FamilyPerGroupMOOP,DEHBOutOfNetIndividualMOOP,DEHBOutOfNetFamilyPerPersonMOOP,DEHBOutOfNetFamilyPerGroupMOOP,DEHBCombInnOonIndividualMOOP,DEHBCombInnOonFamilyPerPersonMOOP,DEHBCombInnOonFamilyPerGroupMOOP,TEHBInnTier1IndividualMOOP,TEHBInnTier1FamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBInnTier2IndividualMOOP,TEHBInnTier2FamilyPerPersonMOOP,TEHBInnTier2FamilyPerGroupMOOP,TEHBOutOfNetIndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBOutOfNetFamilyPerGroupMOOP,TEHBCombInnOonIndividualMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonFamilyPerGroupMOOP,MEHBDedInnTier1Individual,MEHBDedInnTier1FamilyPerPerson,MEHBDedInnTier1FamilyPerGroup,MEHBDedInnTier1Coinsurance,MEHBDedInnTier2Individual,MEHBDedInnTier2FamilyPerPerson,MEHBDedInnTier2FamilyPerGroup,MEHBDedInnTier2Coinsurance,MEHBDedOutOfNetIndividual,MEHBDedOutOfNetFamilyPerPerson,MEHBDedOutOfNetFamilyPerGroup,MEHBDedCombInnOonIndividual,MEHBDedCombInnOonFamilyPerPerson,MEHBDedCombInnOonFamilyPerGroup,DEHBDedInnTier1Individual,DEHBDedInnTier1FamilyPerPerson,DEHBDedInnTier1FamilyPerGroup,DEHBDedInnTier1Coinsurance,DEHBDedInnTier2Individual,DEHBDedInnTier2FamilyPerPerson,DEHBDedInnTier2FamilyPerGroup,DEHBDedInnTier2Coinsurance,DEHBDedOutOfNetIndividual,DEHBDedOutOfNetFamilyPerPerson,DEHBDedOutOfNetFamilyPerGroup,DEHBDedCombInnOonIndividual,DEHBDedCombInnOonFamilyPerPerson,DEHBDedCombInnOonFamilyPerGroup,TEHBDedInnTier1Individual,TEHBDedInnTier1FamilyPerPerson,TEHBDedInnTier1FamilyPerGroup,TEHBDedInnTier1Coinsurance,TEHBDedInnTier2Individual,TEHBDedInnTier2FamilyPerPerson,TEHBDedInnTier2FamilyPerGroup,TEHBDedInnTier2Coinsurance,TEHBDedOutOfNetIndividual,TEHBDedOutOfNetFamilyPerPerson,TEHBDedOutOfNetFamilyPerGroup,TEHBDedCombInnOonIndividual,TEHBDedCombInnOonFamilyPerPerson,TEHBDedCombInnOonFamilyPerGroup,IsHSAEligible,HSAOrHRAEmployerContribution,HSAOrHRAEmployerContributionAmount,URLForSummaryofBenefitsCoverage,PlanBrochure
2026,AK,21989,Delta Dental of Alaska,HIOS,10/15/2025,SHOP (Small Group),Yes,21989AK0160002,"Delta Dental PPO, PF, Voluntary, 1500, 100/90/50, 50",21989AK016,AKN002,AKS002,"",Existing,PPO,High,"","",Off the Exchange,"","","","","",No,Allows Adult and Child-Only,"","","","","",Guaranteed Rate,1/1/2026,12/31/2026,Yes,Out-of-network benefits,Yes,Out-of-network benefits,Yes,"","",21989AK0160002-00,"Delta Dental PPO, PF, Voluntary, 1500, 100/90/50, 50",Standard High Off Exchange Plan,"","","","",No,100%,"","","","","","","","","","","","","","",0,0,0,Not Applicable,per person not applicable,per group not applicable,"","","",Not Applicable,per person not applicable,per group not applicable,$450 ,$450 per person,$900 per group,"","","","","","","","","","","","","","","","","","","","","","","","",Not Applicable,per person not applicable,per group not applicable,"","","","","",Not Applicable,per person not applicable,per group not applicable,$50 ,$50 per person,$150 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2026,AK,21989,Delta Dental of Alaska,HIOS,10/15/2025,SHOP (Small Group),Yes,21989AK0160061,"Delta Dental PPO, PF, Voluntary, 2000, 100/90/50, 50",21989AK016,AKN002,AKS002,"",Existing,PPO,High,"","",Off the Exchange,"","","","","",No,Allows Adult and Child-Only,"","","","","",Guaranteed Rate,1/1/2026,12/31/2026,Yes,Out-of-network benefits,Yes,Out-of-network benefits,Yes,"","",21989AK0160061-00,"Delta Dental PPO, PF, Voluntary, 2000, 100/90/50, 50",Standard High Off Exchange Plan,"","","","",No,100%,"","","","","","","","","","","","","","",0,0,0,Not Applicable,per person not applicable,per group not applicable,"","","",Not Applicable,per person not applicable,per group not applicable,$450 ,$450 per person,$900 per group,"","","","","","","","","","","","","","","","","","","","","","","","",Not Applicable,per person not applicable,per group not applicable,"","","","","",Not Applicable,per person not applicable,per group not applicable,$50 ,$50 per person,$150 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2026,AK,21989,Delta Dental of Alaska,HIOS,10/15/2025,SHOP (Small Group),Yes,21989AK0180001,"Delta Dental PPO, PF,  +2500, 100/90/50, 50",21989AK018,AKN002,AKS002,"",Existing,PPO,High,"","",Off the Exchange,"","","","","",No,Allows Adult and Child-Only,"","","","","",Guaranteed Rate,1/1/2026,12/31/2026,Yes,Out-of-network benefits,Yes,Out-of-network benefits,Yes,"","",21989AK0180001-00,"Delta Dental PPO, PF,  +2500, 100/90/50, 50",Standard High Off Exchange Plan,"","","","",No,100%,"","","","","","","","","","","","","","",0,0,0,Not Applicable,per person not applicable,per group not applicable,"","","",Not Applicable,per person not applicable,per group not applicable,$450 ,$450 per person,$900 per group,"","","","","","","","","","","","","","","","","","","","","","","","",Not Applicable,per person not applicable,per group not applicable,"","","","","",Not Applicable,per person not applicable,per group not applicable,$50 ,$50 per person,$150 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2026,AK,21989,Delta Dental of Alaska,HIOS,10/15/2025,SHOP (Small Group),Yes,21989AK0180002,"Delta Dental PPO, PF, +3000, 100/90/50, 50",21989AK018,AKN002,AKS002,"",Existing,PPO,High,"","",Off the Exchange,"","","","","",No,Allows Adult and Child-Only,"","","","","",Guaranteed Rate,1/1/2026,12/31/2026,Yes,Out-of-network benefits,Yes,Out-of-network benefits,Yes,"","",21989AK0180002-00,"Delta Dental PPO, PF, +3000, 100/90/50, 50",Standard High Off Exchange Plan,"","","","",No,100%,"","","","","","","","","","","","","","",0,0,0,Not Applicable,per person not applicable,per group not applicable,"","","",Not Applicable,per person not applicable,per group not applicable,$450 ,$450 per person,$900 per group,"","","","","","","","","","","","","","","","","","","","","","","","",Not Applicable,per person not applicable,per group not applicable,"","","","","",Not Applicable,per person not applicable,per group not applicable,$50 ,$50 per person,$150 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060001,Premera Blue Cross Preferred Gold 1500,38344AK106,AKN002,AKS001,AKF001,Existing,PPO,Gold,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9991,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060001-01,Premera Blue Cross Preferred Gold 1500,Standard Gold On Exchange Plan,79.21%,"",Yes,Yes,No,100%,"","$1,500 ",$10 ,"$3,300 ",$60 ,$200 ,"$1,600 ",$0 ,$20 ,"$1,500 ",$300 ,$300 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$6,300 ",$6300 per person,$12600 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,500 ",$1500 per person,$3000 per group,30.00%,"","","","","$4,500 ",per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045632_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060001,Premera Blue Cross Preferred Gold 1500,38344AK106,AKN002,AKS001,AKF001,Existing,PPO,Gold,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9991,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060001-02,Premera Blue Cross Preferred Gold 1500,Zero Cost Sharing Plan Variation,100.00%,"",Yes,Yes,No,100%,"",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"",0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,"","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,0.00%,"","","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,No,"","",https://www.premera.com/documents/045633_2026.pdf,https://www.premera.com/documents/031040_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060001,Premera Blue Cross Preferred Gold 1500,38344AK106,AKN002,AKS001,AKF001,Existing,PPO,Gold,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9991,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060001-03,Premera Blue Cross Preferred Gold 1500,Limited Cost Sharing Plan Variation,79.21%,"",Yes,Yes,No,100%,"","$1,500 ",$10 ,"$3,300 ",$60 ,$200 ,"$1,600 ",$0 ,$20 ,"$1,500 ",$300 ,$300 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$6,300 ",$6300 per person,$12600 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,500 ",$1500 per person,$3000 per group,30.00%,"","","","","$4,500 ",per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045634_2026.pdf,https://www.premera.com/documents/031040_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-01,Premera Blue Cross Preferred Silver 4500,Standard Silver On Exchange Plan,71.44%,"",Yes,Yes,No,100%,"","$4,500 ",$10 ,"$2,400 ",$60 ,$200 ,"$1,800 ",$0 ,$20 ,"$2,300 ",$300 ,$0 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$8,100 ",$8100 per person,$16200 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$4,500 ",$4500 per person,$9000 per group,30.00%,"","","","","$13,500 ",$13500 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045635_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-02,Premera Blue Cross Preferred Silver 4500,Zero Cost Sharing Plan Variation,100.00%,"",Yes,Yes,No,100%,"",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"",0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,"","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,0.00%,"","","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,No,"","",https://www.premera.com/documents/045636_2026.pdf,https://www.premera.com/documents/031040_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-03,Premera Blue Cross Preferred Silver 4500,Limited Cost Sharing Plan Variation,71.44%,"",Yes,Yes,No,100%,"","$4,500 ",$10 ,"$2,400 ",$60 ,$200 ,"$1,800 ",$0 ,$20 ,"$2,300 ",$300 ,$0 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$8,100 ",$8100 per person,$16200 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$4,500 ",$4500 per person,$9000 per group,30.00%,"","","","","$13,500 ",$13500 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045637_2026.pdf,https://www.premera.com/documents/031040_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-04,Premera Blue Cross Preferred Silver 4500,73% AV Level Silver Plan,73.94%,"",Yes,Yes,No,100%,"","$4,000 ",$10 ,"$2,600 ",$60 ,$200 ,"$1,700 ",$0 ,$20 ,"$2,300 ",$300 ,$0 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$7,100 ",$7100 per person,$14200 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$4,000 ",$4000 per person,$8000 per group,30.00%,"","","","","$12,000 ",$12000 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045638_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-05,Premera Blue Cross Preferred Silver 4500,87% AV Level Silver Plan,87.69%,"",Yes,Yes,No,100%,"","$1,200 ",$0 ,"$1,000 ",$60 ,$200 ,"$1,400 ",$0 ,$20 ,"$1,200 ",$200 ,$300 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$2,200 ",$2200 per person,$4400 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,200 ",$1200 per person,$2400 per group,30.00%,"","","","","$3,600 ",$3600 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045639_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060002,Premera Blue Cross Preferred Silver 4500,38344AK106,AKN002,AKS001,AKF002,Existing,PPO,Silver,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9992,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060002-06,Premera Blue Cross Preferred Silver 4500,94% AV Level Silver Plan,94.21%,"",Yes,Yes,No,100%,"",$400 ,$0 ,$300 ,$60 ,$100 ,$500 ,$0 ,$20 ,$400 ,$0 ,$300 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","",$800 ,$800 per person,$1600 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",$400 ,$400 per person,$800 per group,30.00%,"","","","","$1,200 ",$1200 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,"","",https://www.premera.com/documents/045640_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060004,Premera Blue Cross Preferred Bronze 6350,38344AK106,AKN002,AKS001,AKF003,Existing,PPO,Expanded Bronze,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9988,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060004-01,Premera Blue Cross Preferred Bronze 6350,Standard Bronze On Exchange Plan,64.41%,"",Yes,Yes,No,100%,"","$6,350 ",$10 ,"$1,900 ",$60 ,"$4,100 ",$700 ,$0 ,$20 ,"$2,400 ",$400 ,$0 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","","$8,700 ",$8700 per person,$17400 per group,"","","",Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","$6,350 ",$6350 per person,$12700 per group,30.00%,"","","","","$19,050 ",$19050 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,Yes,"","",https://www.premera.com/documents/045642_2026.pdf,https://www.premera.com/documents/031112_2026.pdf
2026,AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,4/14/2026,Individual,No,38344AK1060004,Premera Blue Cross Preferred Bronze 6350,38344AK106,AKN002,AKS001,AKF003,Existing,PPO,Expanded Bronze,Not Applicable,Yes,On the Exchange,No,No,"","",$0.00 ,No,Allows Adult and Child-Only,"",No,"Asthma, Diabetes, Heart Disease",0.9988,"","",1/1/2026,12/31/2026,Yes,"Benefits for covered services received from providers located outside the United States, Puerto Rico and the U.S. Virgin Islands are provided at the highest level of benefits available under this plan.",Yes,"If you're outside Alaska and Washington (the service area), covered services received from any provider licensed to provide the service will be paid the out of network benefit level (except emergencies).",No,https://pay.instamed.com/Forms/SSO/ACS_SAML2.aspx?idP=FFM&accountID=PREMERA.BLUE.CROSS@INSTAMED.NET&ssoAlias=PREMERA_AK_FFM&id=PREMERA_AK_BINDER,https://www.premera.com/documents/062279_2026.pdf,38344AK1060004-02,Premera Blue Cross Preferred Bronze 6350,Zero Cost Sharing Plan Variation,100.00%,"",Yes,Yes,No,100%,"",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"",0,2,0,"","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,"","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",$0 ,$0 per person,$0 per group,0.00%,"","","","",$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,Yes,"","",https://www.premera.com/documents/045643_2026.pdf,https://www.premera.com/documents/031040_2026.pdf
